#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_050780005.1.fna	NZ_CP192827.1	38589	40595	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_016903575.1.fna	NZ_CP069954.1	1169495	1169923	-	fosB_3	1-429/429	===============	0/0	100	100	resfinder	ACHE01000077	fosB	Fosfomycin
fasta_files/GCF_016903575.1.fna	NZ_CP069954.1	1577929	1578426	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_016903575.1.fna	NZ_CP069954.1	2090522	2091019	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_016903575.1.fna	NZ_CP069954.1	2133780	2134667	-	blaZ_138	1-888/888	===============	0/0	100	99.89	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_034015935.1.fna	NZ_CP120179.1	2473736	2474623	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_009912555.1.fna	NZ_CP047835.1	2030092	2030979	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_009912555.1.fna	NZ_CP047835.1	2322666	2323553	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_009912555.1.fna	NZ_CP047836.1	14040	14927	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	47053	49059	-	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	923838	925757	-	tet(M)_13	1-1920/1920	===============	0/0	100	99.95	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	2006575	2007462	+	blaZ_138	1-888/888	===============	0/0	100	99.89	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	2161962	2162765	-	lnu(B)_2	1-804/804	===============	0/0	100	99.88	resfinder	JQ861959	lnu(B)	Lincomycin;Clindamycin
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	2162819	2164303	-	lsa(E)_1	1-1485/1485	===============	0/0	100	100	resfinder	JX560992	lsa(E)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	2167882	2168745	-	ant(6)-Ia_2	1-864/864	===============	0/0	100	100	resfinder	KF421157	ant(6)-Ia	Streptomycin
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	2173660	2175036	-	tet(L)_2	1-1377/1377	===============	0/0	100	100	resfinder	M29725	tet(L)	Doxycycline;Tetracycline
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	2176738	2177508	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_045009735.1.fna	NZ_CP119707.1	2537665	2539104	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_045009735.1.fna	NZ_CP119708.1	2028	2798	-	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_045009735.1.fna	NZ_CP119708.1	18982	20421	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_036670145.1.fna	NZ_CP139025.1	2817583	2818470	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_000204665.1.fna	NC_017347.1	39530	41536	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_000204665.1.fna	NC_017347.1	427033	428952	-	tet(M)_7	1-1920/1920	===============	0/0	100	100	resfinder	FN433596	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_000204665.1.fna	NC_017347.1	1733378	1734109	+	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_000204665.1.fna	NC_017347.1	1734235	1735017	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_000204665.1.fna	NC_017347.1	2726135	2727021	+	blaZ_78	1-888/888	========/======	1-Jan	99.89	99.44	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_000204665.1.fna	NC_017347.1	2786813	2787595	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_045934285.1.fna	NZ_CP064540.1	49172	49810	+	fusC_1	1-639/639	===============	0/0	100	99.84	resfinder	KF527883	fusC	Fusidic_acid
fasta_files/GCF_045934285.1.fna	NZ_CP064540.1	58679	60682	-	mecA_6	1-2007/2007	========/======	3-Jan	99.85	99.85	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_045934285.1.fna	NZ_CP064540.1	167697	168125	+	fosB_3	1-429/429	===============	0/0	100	100	resfinder	ACHE01000077	fosB	Fosfomycin
fasta_files/GCF_045934285.1.fna	NZ_CP064541.1	1307	2686	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_045934285.1.fna	NZ_CP064542.1	1385	2119	+	erm(C)_13	1-735/735	===============	0/0	100	100	resfinder	M13761	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_029691745.1.fna	NZ_CP121522.1	299749	300177	+	fosB_3	1-429/429	===============	0/0	100	100	resfinder	ACHE01000077	fosB	Fosfomycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_050882095.1.fna	NZ_CP170772.1	9741	10640	-	blaZ_29	1-900/900	===============	0/0	100	100	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_040315155.1.fna	NZ_CP144271.1	76184	77071	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_040315155.1.fna	NZ_CP144271.1	79489	80928	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	99.93	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_040315155.1.fna	NZ_CP144271.1	929337	931343	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_040315155.1.fna	NZ_CP144271.1	1857424	1859343	-	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_040315155.1.fna	NZ_CP144271.1	2608617	2609108	-	dfrK_2	1-492/492	===============	0/0	100	100	resfinder	FN677369	dfrK	Trimethoprim
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	48630	49412	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	49538	50269	-	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	69116	70495	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	76985	78991	-	mecA_2	1-2007/2007	===============	0/0	100	99.9	resfinder	NC_002951	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	490655	492574	-	tet(M)_7	1-1920/1920	===============	0/0	100	100	resfinder	FN433596	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	502317	502814	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	1779697	1780428	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	1780554	1781336	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	2211042	2212481	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	99.93	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	2215724	2216518	-	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_003264815.1.fna	NZ_CP027788.1	2881335	2882222	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_045346275.1.fna	NZ_CP150786.1	3643	4425	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_045346275.1.fna	NZ_CP150786.1	4551	5282	-	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_045346275.1.fna	NZ_CP150786.1	820906	821688	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_045346275.1.fna	NZ_CP150786.1	821814	822545	-	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_045346275.1.fna	NZ_CP150786.1	1643609	1645615	+	mecA_6	1-2007/2007	===============	0/0	100	99.95	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_045346275.1.fna	NZ_CP150786.1	1957547	1958329	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_045346275.1.fna	NZ_CP150786.1	1958455	1959186	-	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_045346275.1.fna	NZ_CP150786.1	2511226	2512119	-	blaZ_79	1-888/888	========/======	6-Mar	100	96.87	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_045346275.1.fna	NZ_CP150787.1	13138	14577	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_003193725.1.fna	NZ_CP029677.1	1213	2679	+	msr(A)_1	1-1467/1467	===============	0/0	100	98.98	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_003193725.1.fna	NZ_CP029677.1	2778	3677	+	mph(C)_2	1-900/900	===============	0/0	100	100	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_003193725.1.fna	NZ_CP029677.1	14653	15539	-	blaZ_79	1-888/888	========/======	1-Jan	99.89	99.78	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_003193725.1.fna	NZ_CP029677.1	20933	21727	-	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_003193725.1.fna	NZ_CP029678.1	38590	40596	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_021725475.1.fna	NZ_CP091412.1	833903	834685	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_021725475.1.fna	NZ_CP091412.1	834811	835542	-	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_021725475.1.fna	NZ_CP091413.1	15063	15950	+	blaZ_79	1-888/888	===============	0/0	100	99.89	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_001019575.2.fna	NZ_CP026074.1	1393005	1393775	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_001019575.2.fna	NZ_CP026074.1	1399593	1401599	-	mecA_2	1-2007/2007	===============	0/0	100	100	resfinder	NC_002951	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_030533665.1.fna	NZ_CP130513.1	39205	41211	-	mecA_2	1-2007/2007	===============	0/0	100	100	resfinder	NC_002951	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_030533665.1.fna	NZ_CP130514.1	10630	11517	+	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_019330165.1.fna	NZ_CP073893.1	92294	94300	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_019330165.1.fna	NZ_CP073893.1	233503	233931	+	fosB_4	1-429/429	===============	0/0	100	99.53	resfinder	CP000029	fosB	Fosfomycin
fasta_files/GCF_019330165.1.fna	NZ_CP073893.1	1809874	1810761	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_019330165.1.fna	NZ_CP073893.1	1829581	1830222	-	fusB_1	1-642/642	===============	0/0	100	100	resfinder	AY373761	fusB	Fusidic_acid
fasta_files/GCF_019330165.1.fna	NZ_CP073893.1	1905850	1907289	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	99.93	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_038788575.1.fna	NZ_CP125862.1	42780	43277	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_038788575.1.fna	NZ_CP125862.1	46889	47776	-	blaZ_138	1-888/888	===============	0/0	100	99.66	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_038788575.1.fna	NZ_CP125862.1	2076869	2078875	+	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_041733125.1.fna	NZ_CP168440.1	39705	41711	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_041733125.1.fna	NZ_CP168440.1	418689	419588	-	mph(C)_2	1-900/900	===============	0/0	100	99.89	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_041733125.1.fna	NZ_CP168440.1	419687	421153	-	msr(A)_1	1-1467/1467	===============	0/0	100	98.98	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_041733125.1.fna	NZ_CP168440.1	432569	433363	+	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_041733125.1.fna	NZ_CP168441.1	13275	14174	-	blaZ_29	1-900/900	===============	0/0	100	100	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_016126695.1.fna	NZ_CP065919.1	1848925	1849812	+	blaZ_78	1-888/888	===============	0/0	100	98.09	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_046742015.1.fna	NZ_CP123144.1	1998832	2000838	+	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_046742015.1.fna	NZ_CP123145.1	9098	9997	-	blaZ_29	1-900/900	===============	0/0	100	100	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_046742015.1.fna	NZ_CP123146.1	1614	2993	-	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_046742015.1.fna	NZ_CP123148.1	993	1727	+	erm(C)_13	1-735/735	===============	0/0	100	100	resfinder	M13761	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_045862735.1.fna	NZ_AP025249.1	48393	50399	-	mecA_2	1-2007/2007	===============	0/0	100	99.85	resfinder	NC_002951	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_045862735.1.fna	NZ_AP025249.1	462174	464093	-	tet(M)_7	1-1920/1920	===============	0/0	100	100	resfinder	FN433596	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_045862735.1.fna	NZ_AP025249.1	473836	474333	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_045862735.1.fna	NZ_AP025249.1	1824610	1825341	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_045862735.1.fna	NZ_AP025249.1	1825467	1826249	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_045862735.1.fna	NZ_AP025249.1	2258846	2260285	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	99.93	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_045862735.1.fna	NZ_AP025249.1	2263526	2264320	-	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_045862735.1.fna	NZ_AP025249.1	2932737	2933624	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
